id	uri	label
1	http://dbpedia.org/resource/Best_Kept_Secret_(film)	good
2	http://dbpedia.org/resource/The_Godfather	good
3	http://dbpedia.org/resource/Army_of_Shadows	good
4	http://dbpedia.org/resource/Hoop_Dreams	good
5	http://dbpedia.org/resource/Pan's_Labyrinth	good
6	http://dbpedia.org/resource/Dr._Strangelove	good
7	http://dbpedia.org/resource/Gravity_(film)	good
8	http://dbpedia.org/resource/A_Separation	good
9	http://dbpedia.org/resource/The_Social_Network	good
10	http://dbpedia.org/resource/Zero_Dark_Thirty	good
11	http://dbpedia.org/resource/Pulp_Fiction	good
12	http://dbpedia.org/resource/Spirited_Away	good
13	http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Return_of_the_King	good
14	http://dbpedia.org/resource/WALL-E	good
15	http://dbpedia.org/resource/Days_of_Heaven	good
16	http://dbpedia.org/resource/Reversal_of_Fortune	good
17	http://dbpedia.org/resource/The_Discreet_Charm_of_the_Bourgeoisie	good
18	http://dbpedia.org/resource/Inside_Llewyn_Davis	good
19	http://dbpedia.org/resource/Raging_Bull	good
20	http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring	good
21	http://dbpedia.org/resource/There_Will_Be_Blood	good
22	http://dbpedia.org/resource/Toy_Story	good
23	http://dbpedia.org/resource/Toy_Story_3	good
24	http://dbpedia.org/resource/Werckmeister_Harmonies	good
25	http://dbpedia.org/resource/Atanarjuat:_The_Fast_Runner	good
26	http://dbpedia.org/resource/Beau_Travail	good
27	http://dbpedia.org/resource/Do_the_Right_Thing	good
28	http://dbpedia.org/resource/The_Queen_(film)	good
29	http://dbpedia.org/resource/The_Triplets_of_Belleville	good
30	http://dbpedia.org/resource/Waltz_with_Bashir	good
31	http://dbpedia.org/resource/Almost_Famous	good
32	http://dbpedia.org/resource/American_Hustle	good
33	http://dbpedia.org/resource/Apocalypse_Now	good
34	http://dbpedia.org/resource/Being_John_Malkovich	good
35	http://dbpedia.org/resource/Gosford_Park	good
36	http://dbpedia.org/resource/My_Voyage_to_Italy	good
37	http://dbpedia.org/resource/Saving_Private_Ryan	good
38	http://dbpedia.org/resource/The_Crying_Game	good
39	http://dbpedia.org/resource/The_Incredibles	good
40	http://dbpedia.org/resource/The_Truman_Show	good
41	http://dbpedia.org/resource/Topsy-Turvy	good
42	http://dbpedia.org/resource/Eternal_Sunshine_of_the_Spotless_Mind	good
43	http://dbpedia.org/resource/Goodfellas	good
44	http://dbpedia.org/resource/Investigation_of_a_Citizen_Above_Suspicion	good
45	http://dbpedia.org/resource/Blade_Runner	good
46	http://dbpedia.org/resource/Life_Is_Sweet_(film)	good
47	http://dbpedia.org/resource/Nobody_Knows_(2004_film)	good
48	http://dbpedia.org/resource/Quiz_Show_(film)	good
49	http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers	good
50	http://dbpedia.org/resource/Tulpan	good
51	http://dbpedia.org/resource/Brokeback_Mountain	good
52	http://dbpedia.org/resource/Gomorrah_(film)	good
53	http://dbpedia.org/resource/Grizzly_Man	good
54	http://dbpedia.org/resource/Howards_End_(film)	good
55	http://dbpedia.org/resource/Maria_Full_of_Grace	good
56	http://dbpedia.org/resource/Shakespeare_in_Love	good
57	http://dbpedia.org/resource/Superman_II	good
58	http://dbpedia.org/resource/The_Kid_with_a_Bike	good
59	http://dbpedia.org/resource/The_Spirit_of_the_Beehive	good
60	http://dbpedia.org/resource/To_Be_and_to_Have	good
61	http://dbpedia.org/resource/Tootsie	good
62	http://dbpedia.org/resource/I_Vitelloni	good
63	http://dbpedia.org/resource/Das_Boot	good
64	http://dbpedia.org/resource/Easy_Rider	good
65	http://dbpedia.org/resource/Flight_of_the_Red_Balloon	good
66	http://dbpedia.org/resource/In_the_Bedroom	good
67	http://dbpedia.org/resource/Marooned_in_Iraq	good
68	http://dbpedia.org/resource/Million_Dollar_Baby	good
69	http://dbpedia.org/resource/Ponyo	good
70	http://dbpedia.org/resource/Russian_Ark	good
71	http://dbpedia.org/resource/Springtime_in_a_Small_Town	good
72	http://dbpedia.org/resource/The_Conversation	good
73	http://dbpedia.org/resource/The_Departed	good
74	http://dbpedia.org/resource/The_Interrupters	good
75	http://dbpedia.org/resource/The_Straight_Story	good
76	http://dbpedia.org/resource/The_Tillman_Story	good
77	http://dbpedia.org/resource/The_Wind_Will_Carry_Us	good
78	http://dbpedia.org/resource/About_Schmidt	good
79	http://dbpedia.org/resource/Exit_Through_the_Gift_Shop	good
80	http://dbpedia.org/resource/Festival_Express	good
81	http://dbpedia.org/resource/Knocked_Up	good
82	http://dbpedia.org/resource/Nostalgia_for_the_Light	good
83	http://dbpedia.org/resource/Out_of_Sight	good
84	http://dbpedia.org/resource/Since_Otar_Left	good
85	http://dbpedia.org/resource/Take_Shelter	good
86	http://dbpedia.org/resource/The_Iron_Giant	good
87	http://dbpedia.org/resource/The_Last_Seduction	good
88	http://dbpedia.org/resource/Vincere	good
89	http://dbpedia.org/resource/Guy_and_Madeline_on_a_Park_Bench	good
90	http://dbpedia.org/resource/Happy-Go-Lucky	good
91	http://dbpedia.org/resource/Holy_Motors	good
92	http://dbpedia.org/resource/In_the_Shadow_of_the_Moon_(film)	good
93	http://dbpedia.org/resource/Moonrise_Kingdom	good
94	http://dbpedia.org/resource/Mutual_Appreciation	good
95	http://dbpedia.org/resource/My_Winnipeg	good
96	http://dbpedia.org/resource/Old_Joy	good
97	http://dbpedia.org/resource/Position_Among_the_Stars	good
98	http://dbpedia.org/resource/Shrek	good
99	http://dbpedia.org/resource/Sling_Blade	good
100	http://dbpedia.org/resource/Summer_Hours	good
101	http://dbpedia.org/resource/The_Man_Without_a_Past	good
102	http://dbpedia.org/resource/The_Terminator	good
103	http://dbpedia.org/resource/Up_the_Yangtze	good
104	http://dbpedia.org/resource/Volver	good
105	http://dbpedia.org/resource/Amores_perros	good
106	http://dbpedia.org/resource/Crazy_Heart	good
107	http://dbpedia.org/resource/Drag_Me_to_Hell	good
108	http://dbpedia.org/resource/Taxidermia	good
109	http://dbpedia.org/resource/The_Apostle	good
110	http://dbpedia.org/resource/The_Day_He_Arrives	good
111	http://dbpedia.org/resource/The_Lion_King	good
112	http://dbpedia.org/resource/The_Secret_of_the_Grain	good
113	http://dbpedia.org/resource/The_White_Diamond	good
114	http://dbpedia.org/resource/Trouble_the_Water	good
115	http://dbpedia.org/resource/U2_3D	good
116	http://dbpedia.org/resource/La_Promesse	good
117	http://dbpedia.org/resource/Late_Marriage	good
118	http://dbpedia.org/resource/Leaving_Las_Vegas	good
119	http://dbpedia.org/resource/Mademoiselle_Chambon	good
120	http://dbpedia.org/resource/Merci_pour_le_chocolat	good
121	http://dbpedia.org/resource/Mysteries_of_Lisbon	good
122	http://dbpedia.org/resource/Once_Upon_a_Time_in_Anatolia	good
123	http://dbpedia.org/resource/One_Day_in_September	good
124	http://dbpedia.org/resource/Taxi_to_the_Dark_Side	good
125	http://dbpedia.org/resource/Ten_Canoes	good
126	http://dbpedia.org/resource/The_Squid_and_the_Whale	good
127	http://dbpedia.org/resource/The_Twilight_Samurai	good
128	http://dbpedia.org/resource/The_White_Ribbon	good
129	http://dbpedia.org/resource/Waking_Life	good
130	http://dbpedia.org/resource/Winged_Migration	good
131	http://dbpedia.org/resource/A_Grin_Without_a_Cat	good
132	http://dbpedia.org/resource/A_Mighty_Wind	good
133	http://dbpedia.org/resource/A_Simple_Life	good
134	http://dbpedia.org/resource/Autumn_Tale	good
135	http://dbpedia.org/resource/Beginners	good
136	http://dbpedia.org/resource/Black_Orpheus	good
137	http://dbpedia.org/resource/Crimson_Gold	good
138	http://dbpedia.org/resource/District_9	good
139	http://dbpedia.org/resource/Django_Unchained	good
140	http://dbpedia.org/resource/Four_Weddings_and_a_Funeral	good
141	http://dbpedia.org/resource/Hell_and_Back_Again	good
142	http://dbpedia.org/resource/Hot_Fuzz	good
143	http://dbpedia.org/resource/In_the_Company_of_Men	good
144	http://dbpedia.org/resource/Midnight_in_Paris	good
145	http://dbpedia.org/resource/My_Architect	good
146	http://dbpedia.org/resource/Of_Time_and_the_City	good
147	http://dbpedia.org/resource/Skyfall	good
148	http://dbpedia.org/resource/A_Fish_Called_Wanda	good
149	http://dbpedia.org/resource/Big_Night	good
150	http://dbpedia.org/resource/Cinema_Paradiso	good
151	http://dbpedia.org/resource/Encounters_at_the_End_of_the_World	good
152	http://dbpedia.org/resource/Everlasting_Moments	good
153	http://dbpedia.org/resource/Goodbye_First_Love	good
154	http://dbpedia.org/resource/In_the_Mirror_of_Maya_Deren	good
155	http://dbpedia.org/resource/Little_Miss_Sunshine	good
156	http://dbpedia.org/resource/On_the_Ropes	good
157	http://dbpedia.org/resource/Riding_Giants	good
158	http://dbpedia.org/resource/Saraband	good
159	http://dbpedia.org/resource/The_Century_of_the_Self	good
160	http://dbpedia.org/resource/The_Turin_Horse	good
161	http://dbpedia.org/resource/The_Wild_Parrots_of_Telegraph_Hill	good
162	http://dbpedia.org/resource/Three_Times	good
163	http://dbpedia.org/resource/Tokyo_Sonata	good
164	http://dbpedia.org/resource/Tony_Takitani	good
165	http://dbpedia.org/resource/Wendy_and_Lucy	good
166	http://dbpedia.org/resource/West_of_Memphis	good
167	http://dbpedia.org/resource/Joan_Rivers:_A_Piece_of_Work	good
168	http://dbpedia.org/resource/Joe_Strummer:_The_Future_Is_Unwritten	good
169	http://dbpedia.org/resource/Manufactured_Landscapes	good
170	http://dbpedia.org/resource/March_of_the_Penguins	good
171	http://dbpedia.org/resource/Sexy_Beast	good
173	http://dbpedia.org/resource/Silent_Light	good
174	http://dbpedia.org/resource/Spring_Forward	good
175	http://dbpedia.org/resource/The_Order_of_Myths	good
176	http://dbpedia.org/resource/The_People_vs._Larry_Flynt	good
177	http://dbpedia.org/resource/Two_Family_House	good
178	http://dbpedia.org/resource/Va_savoir	good
179	http://dbpedia.org/resource/War_Photographer	good
180	http://dbpedia.org/resource/Whale_Rider	good
181	http://dbpedia.org/resource/A_Nightmare_on_Elm_Street	good
182	http://dbpedia.org/resource/A_Time_for_Drunken_Horses	good
183	http://dbpedia.org/resource/Best_in_Show_(film)	good
184	http://dbpedia.org/resource/Blind_Shaft	good
185	http://dbpedia.org/resource/Body_Heat	good
186	http://dbpedia.org/resource/Cama_Adentro	good
187	http://dbpedia.org/resource/Daratt	good
188	http://dbpedia.org/resource/Dazed_and_Confused_(film)	good
189	http://dbpedia.org/resource/How_to_Draw_a_Bunny	good
190	http://dbpedia.org/resource/Lost_Boys_of_Sudan_(film)	good
191	http://dbpedia.org/resource/Midnight_Run	good
192	http://dbpedia.org/resource/Murderous_Maids	good
193	http://dbpedia.org/resource/My_Joy	good
194	http://dbpedia.org/resource/Pray_the_Devil_Back_to_Hell	good
195	http://dbpedia.org/resource/Punch-Drunk_Love	good
196	http://dbpedia.org/resource/Reservoir_Dogs	good
197	http://dbpedia.org/resource/The_Empire_Strikes_Back	good
198	http://dbpedia.org/resource/Starting_Out_in_the_Evening	good
199	http://dbpedia.org/resource/The_Dark_Knight_Rises	good
200	http://dbpedia.org/resource/The_Devil_Came_on_Horseback	good
201	http://dbpedia.org/resource/The_Last_Mistress	good
202	http://dbpedia.org/resource/The_Princess_of_Montpensier	good
203	http://dbpedia.org/resource/The_Saddest_Music_in_the_World	good
204	http://dbpedia.org/resource/The_Taste_of_Others	good
205	http://dbpedia.org/resource/The_Yellow_Sea_(film)	good
206	http://dbpedia.org/resource/Tropical_Malady	good
207	http://dbpedia.org/resource/Eve's_Bayou	good
208	http://dbpedia.org/resource/Lone_Star_(1996_film)	good
209	http://dbpedia.org/resource/A_Christmas_Story	good
210	http://dbpedia.org/resource/A_Single_Man	good
211	http://dbpedia.org/resource/Before_Sunrise	good
212	http://dbpedia.org/resource/Courage_Under_Fire	good
213	http://dbpedia.org/resource/Crimes_and_Misdemeanors	good
214	http://dbpedia.org/resource/Fat_Girl	good
215	http://dbpedia.org/resource/Hukkle	good
216	http://dbpedia.org/resource/Jerry_Maguire	good
217	http://dbpedia.org/resource/Stephanie_Daley	good
218	http://dbpedia.org/resource/The_Devil_and_Daniel_Johnston	good
219	http://dbpedia.org/resource/The_Taste_of_Tea	good
220	http://dbpedia.org/resource/The_Three_Burials_of_Melquiades_Estrada	good
221	http://dbpedia.org/resource/The_Usual_Suspects	good
222	http://dbpedia.org/resource/The_War_Tapes	good
223	http://dbpedia.org/resource/The_Weather_Underground_(film)	good
224	http://dbpedia.org/resource/A_Dangerous_Method	good
225	http://dbpedia.org/resource/A_Very_Long_Engagement	good
226	http://dbpedia.org/resource/And_Everything_Is_Going_Fine	good
227	http://dbpedia.org/resource/Bill_Cunningham_New_York	good
228	http://dbpedia.org/resource/Blue_Car	good
229	http://dbpedia.org/resource/Breaking_the_Waves	good
230	http://dbpedia.org/resource/Broken_Embraces	good
231	http://dbpedia.org/resource/Career_Girls	good
232	http://dbpedia.org/resource/Catch_Me_If_You_Can	good
233	http://dbpedia.org/resource/Djomeh	good
234	http://dbpedia.org/resource/Grosse_Pointe_Blank	good
235	http://dbpedia.org/resource/Hara-Kiri:_Death_of_a_Samurai	good
236	http://dbpedia.org/resource/The_Wide_Blue_Road	good
237	http://dbpedia.org/resource/Machuca	good
238	http://dbpedia.org/resource/Madadayo	good
239	http://dbpedia.org/resource/Margin_Call_(film)	good
240	http://dbpedia.org/resource/Martha_Marcy_May_Marlene	good
241	http://dbpedia.org/resource/Me_and_You_and_Everyone_We_Know	good
242	http://dbpedia.org/resource/Menace_II_Society	good
243	http://dbpedia.org/resource/Princess_Mononoke	good
244	http://dbpedia.org/resource/Roman_Holiday	good
245	http://dbpedia.org/resource/Shaun_of_the_Dead	good
246	http://dbpedia.org/resource/Shotgun_Stories	good
247	http://dbpedia.org/resource/Silent_Souls	good
248	http://dbpedia.org/resource/Standing_in_the_Shadows_of_Motown	good
249	http://dbpedia.org/resource/The_Army_of_Crime	good
250	http://dbpedia.org/resource/The_Baader_Meinhof_Complex	good
251	http://dbpedia.org/resource/The_Hidden_Blade	good
252	http://dbpedia.org/resource/The_Last_Days_of_Disco	good
