id	uri	label
186	http://dbpedia.org/resource/Cama_Adentro	good
1816	http://dbpedia.org/resource/Bad_Boys_II	bad
129	http://dbpedia.org/resource/Waking_Life	good
628	http://dbpedia.org/resource/Telling_Lies_in_America	good
1345	http://dbpedia.org/resource/The_Ugly_Truth	bad
1098	http://dbpedia.org/resource/Otto;_or_Up_with_Dead_People	bad
1289	http://dbpedia.org/resource/White_Noise_(film)	bad
219	http://dbpedia.org/resource/The_Taste_of_Tea	good
242	http://dbpedia.org/resource/Menace_II_Society	good
244	http://dbpedia.org/resource/Roman_Holiday	good
1340	http://dbpedia.org/resource/Passion_of_Mind	bad
1700	http://dbpedia.org/resource/The_Buffalo_Boy	good
1427	http://dbpedia.org/resource/One_Man's_Hero	bad
1782	http://dbpedia.org/resource/Home_Alone	good
239	http://dbpedia.org/resource/Margin_Call_(film)	good
411	http://dbpedia.org/resource/October_Sky	good
292	http://dbpedia.org/resource/Flushed_Away	good
1080	http://dbpedia.org/resource/Dead_or_Alive:_Final	bad
122	http://dbpedia.org/resource/Once_Upon_a_Time_in_Anatolia	good
1674	http://dbpedia.org/resource/An_Unreasonable_Man	good
568	http://dbpedia.org/resource/Jackass_Number_Two	good
191	http://dbpedia.org/resource/Midnight_Run	good
1353	http://dbpedia.org/resource/Delgo_(film)	bad
683	http://dbpedia.org/resource/Don_Juan_DeMarco	good
92	http://dbpedia.org/resource/In_the_Shadow_of_the_Moon_(film)	good
406	http://dbpedia.org/resource/Mulan_(1998_film)	good
716	http://dbpedia.org/resource/Waydowntown	good
65	http://dbpedia.org/resource/Flight_of_the_Red_Balloon	good
1670	http://dbpedia.org/resource/Night_Across_the_Street	good
298	http://dbpedia.org/resource/In_the_Line_of_Fire	good
1325	http://dbpedia.org/resource/Blood:_The_Last_Vampire_(2009_film)	bad
1836	http://dbpedia.org/resource/Showboy	bad
1454	http://dbpedia.org/resource/The_Celestine_Prophecy_(film)	bad
1108	http://dbpedia.org/resource/The_Waiting_Game_(film)	bad
41	http://dbpedia.org/resource/Topsy-Turvy	good
1074	http://dbpedia.org/resource/Basic_(film)	bad
1504	http://dbpedia.org/resource/Good_Luck_Chuck	bad
384	http://dbpedia.org/resource/The_Double_Hour	good
727	http://dbpedia.org/resource/Five_Minutes_of_Heaven	good
760	http://dbpedia.org/resource/The_Roost	good
1963	http://dbpedia.org/resource/The_Boondock_Saints_II:_All_Saints_Day	bad
177	http://dbpedia.org/resource/Two_Family_House	good
872	http://dbpedia.org/resource/Just_Visiting_(film)	bad
548	http://dbpedia.org/resource/Life_and_Debt	good
1119	http://dbpedia.org/resource/Bedtime_Stories_(film)	bad
